transaction_id,customer_id,product_id,transaction_date,quantity,total_amount
1592,128,31,2024-04-30,3,93.48
1593,557,90,2023-02-20,1,59.98
1594,313,73,2023-07-03,2,958.2
1595,956,6,2022-02-25,2,795.06
1596,383,99,2024-02-01,4,1688.32
1597,862,19,2023-07-09,3,184.02
1598,313,42,2023-02-04,4,1535.84
1599,296,15,2023-09-11,2,663.36
1600,103,73,2024-10-01,5,2395.5
1601,874,56,2024-01-31,1,172.86
1602,169,91,2023-08-05,3,384.81
1603,135,24,2023-03-22,5,622.8
1604,907,96,2022-09-12,2,479.06
1605,515,52,2024-01-30,2,687.6
1606,511,34,2022-03-16,2,24.3
1607,848,20,2024-09-03,2,633.14
1608,346,96,2024-06-16,3,718.59
1609,559,14,2024-08-20,3,723.51
1610,709,63,2023-01-10,1,407.57
1611,465,62,2024-01-21,2,701.02
1612,712,67,2022-06-01,1,265.77
1613,405,33,2024-04-09,1,206.33
1614,290,24,2024-05-14,3,373.68
1615,281,17,2023-08-30,5,673.2
1616,44,64,2022-04-21,4,1783.72
1617,85,94,2022-08-05,1,91.71
1618,48,30,2023-03-26,5,1632.55
1619,520,27,2022-10-03,4,963.88
1620,501,31,2022-12-14,3,93.48
1621,930,50,2022-09-02,2,397.12
1622,216,23,2022-04-16,2,55.16
1623,194,96,2023-11-08,4,958.12
1624,703,19,2023-01-09,1,61.34
1625,814,62,2024-01-02,5,1752.55
1626,214,57,2022-04-19,3,394.32
1627,744,100,2024-02-27,1,42.98
1628,316,72,2023-03-30,3,229.74
1629,291,96,2024-07-01,4,958.12
1630,108,50,2023-12-10,2,397.12
1631,432,16,2024-05-07,5,933.3
1632,644,97,2022-01-31,5,1625.3
1633,248,5,2023-09-01,2,564.14
1634,48,42,2022-07-19,3,1151.88
1635,353,36,2023-11-09,1,391.37
1636,911,99,2023-04-06,4,1688.32
1637,505,45,2023-10-15,1,196.86
1638,562,52,2023-05-04,4,1375.2
1639,515,88,2023-06-22,5,864.65
1640,871,13,2022-09-04,3,906.06
1641,803,47,2023-09-17,4,1934.08
1642,508,29,2024-06-03,3,993.15
1643,463,90,2024-01-16,4,239.92
1644,540,95,2022-06-10,3,1017.87
1645,176,34,2023-07-18,4,48.6
1646,688,19,2023-10-10,1,61.34
1647,31,90,2023-05-02,4,239.92
1648,899,95,2023-03-10,5,1696.45
1649,544,59,2022-06-20,4,1261.52
1650,112,61,2023-10-29,5,544.5
1651,2,24,2022-08-02,3,373.68
1652,948,5,2023-07-09,1,282.07
1653,815,39,2022-11-23,5,2354.3
1654,83,17,2022-02-12,3,403.92
1655,855,28,2022-01-27,1,73.18
1656,125,23,2023-03-01,1,27.58
1657,208,55,2023-11-10,2,624.76
1658,606,4,2022-05-15,4,562.48
1659,542,51,2022-06-07,1,378.45
1660,565,60,2024-03-26,4,117.96
1661,860,47,2022-10-18,2,967.04
1662,574,68,2024-09-27,1,141.61
1663,277,26,2022-09-15,4,615.4
1664,801,58,2023-04-22,4,1798.6
1665,349,8,2024-08-16,1,446.15
1666,105,3,2023-01-11,4,1889.8
1667,75,38,2023-04-02,3,1277.88
1668,112,24,2022-05-03,5,622.8
1669,730,23,2024-07-07,5,137.9
1670,988,75,2022-07-08,4,1572.08
1671,768,84,2022-07-17,5,61.3
1672,383,5,2023-02-14,1,282.07
1673,146,83,2022-09-08,5,627.8
1674,838,86,2023-09-26,2,852.62
1675,166,38,2023-12-25,3,1277.88
1676,30,37,2022-12-23,4,1134.4
1677,665,31,2022-05-14,2,62.32
1678,988,10,2022-05-21,3,74.67
1679,756,50,2023-12-11,1,198.56
1680,49,13,2023-07-17,4,1208.08
1681,293,96,2022-02-01,5,1197.65
1682,217,13,2024-09-28,3,906.06
1683,875,55,2025-01-14,4,1249.52
1684,292,35,2024-08-05,5,311.75
1685,388,85,2023-08-08,3,153.96
1686,661,16,2023-08-09,3,559.98
1687,65,97,2022-01-31,3,975.18
1688,525,53,2022-11-08,5,437.9
1689,765,9,2022-06-11,5,2001.65
1690,415,86,2024-06-13,4,1705.24
1691,485,20,2023-04-06,5,1582.85
1692,63,52,2024-12-15,4,1375.2
1693,444,17,2022-02-16,2,269.28
1694,469,98,2023-12-23,4,1855.56
1695,139,90,2024-04-20,3,179.94
1696,358,92,2024-09-28,1,153.22
1697,176,49,2024-03-11,1,417.52
1698,917,86,2023-05-07,4,1705.24
1699,610,72,2022-04-20,4,306.32
1700,540,31,2022-03-11,2,62.32
1701,148,77,2024-02-12,5,340.9
1702,899,25,2023-10-10,2,225.68
1703,701,99,2023-06-03,3,1266.24
1704,33,81,2024-04-13,4,1235.48
1705,823,24,2022-10-01,3,373.68
1706,35,81,2023-08-20,5,1544.35
1707,641,95,2024-09-18,2,678.58
1708,539,19,2023-07-25,3,184.02
1709,302,13,2022-06-13,4,1208.08
1710,109,49,2023-08-10,1,417.52
1711,516,95,2023-11-05,4,1357.16
1712,801,50,2022-04-02,5,992.8
1713,841,65,2023-11-18,1,308.12
1714,228,59,2022-03-08,1,315.38
1715,677,20,2023-04-09,1,316.57
1716,222,13,2022-04-09,4,1208.08
1717,862,88,2024-07-19,5,864.65
1718,711,71,2024-01-08,3,1006.2
1719,266,34,2022-09-21,3,36.45
1720,458,40,2022-01-20,4,1184.2
1721,541,77,2022-02-04,2,136.36
1722,5,27,2024-11-11,4,963.88
1723,717,96,2024-12-31,2,479.06
1724,134,79,2024-09-01,2,657.06
1725,516,40,2024-04-29,5,1480.25
1726,464,57,2022-05-11,2,262.88
1727,993,28,2023-10-29,1,73.18
1728,974,90,2022-07-22,1,59.98
1729,1,12,2023-08-21,1,477.74
1730,655,58,2023-10-18,2,899.3
1731,699,45,2024-07-01,4,787.44
1732,258,85,2024-10-30,2,102.64
1733,357,61,2024-02-06,4,435.6
1734,180,17,2023-04-16,1,134.64
1735,939,63,2022-03-10,1,407.57
1736,322,89,2024-01-16,4,1163.52
1737,724,15,2022-10-11,4,1326.72
1738,662,84,2024-02-05,5,61.3
1739,605,76,2022-02-21,3,433.95
1740,873,11,2024-05-13,2,524.74
1741,501,32,2023-03-09,1,61.59
1742,275,29,2023-01-31,3,993.15
1743,987,91,2022-11-24,1,128.27
1744,265,47,2022-11-29,2,967.04
1745,942,98,2023-03-06,5,2319.45
1746,600,36,2023-06-08,2,782.74
1747,426,63,2023-08-16,4,1630.28
1748,419,49,2023-04-26,2,835.04
1749,258,50,2024-05-02,1,198.56
1750,959,26,2024-01-10,2,307.7
1751,495,74,2025-01-04,3,1348.05
1752,461,31,2023-07-24,3,93.48
1753,675,6,2024-09-21,3,1192.59
1754,832,58,2022-05-12,2,899.3
1755,773,52,2023-01-21,4,1375.2
1756,416,13,2023-02-23,5,1510.1
1757,137,92,2023-06-01,5,766.1
1758,454,58,2023-02-20,2,899.3
1759,543,38,2023-08-26,4,1703.84
1760,191,5,2024-11-09,2,564.14
1761,377,55,2023-10-25,3,937.14
1762,503,3,2024-12-02,1,472.45
1763,48,53,2024-05-01,5,437.9
1764,950,100,2023-01-23,4,171.92
1765,668,14,2023-01-18,3,723.51
1766,501,77,2022-07-17,1,68.18
1767,929,40,2024-08-23,4,1184.2
1768,573,18,2023-04-30,5,896.1
1769,637,98,2023-07-13,2,927.78
1770,38,51,2022-10-14,2,756.9
1771,301,4,2023-07-23,1,140.62
1772,333,52,2022-07-19,2,687.6
1773,429,46,2023-10-30,5,1907.0
1774,554,64,2022-10-04,1,445.93
1775,49,17,2023-07-27,5,673.2
1776,766,7,2023-10-23,3,1153.02
1777,36,27,2025-01-03,1,240.97
1778,110,10,2022-04-22,2,49.78
1779,949,22,2022-09-08,5,297.9
1780,835,54,2023-01-05,3,624.24
1781,783,98,2024-09-27,3,1391.67
1782,59,42,2024-02-06,3,1151.88
1783,505,72,2023-01-01,5,382.9
1784,960,81,2024-07-18,4,1235.48
1785,116,81,2024-02-14,5,1544.35
1786,29,19,2023-10-19,5,306.7
1787,261,95,2024-01-29,2,678.58
1788,579,60,2023-11-28,5,147.45
1789,206,81,2023-08-26,5,1544.35
1790,659,54,2024-08-14,3,624.24
1791,696,11,2025-01-05,5,1311.85
1792,925,58,2024-12-03,4,1798.6
1793,163,17,2024-02-08,2,269.28
1794,632,87,2022-06-26,4,1194.0
1795,351,76,2024-10-29,4,578.6
1796,524,1,2022-08-08,4,1747.84
1797,137,66,2024-02-11,4,544.72
1798,881,100,2022-10-16,1,42.98
1799,541,27,2022-09-02,4,963.88
1800,87,96,2023-05-05,5,1197.65
1801,550,17,2024-09-01,3,403.92
1802,91,65,2022-08-26,5,1540.6
1803,31,27,2023-09-08,1,240.97
1804,874,93,2024-05-12,2,490.44
1805,563,77,2022-02-17,1,68.18
1806,216,18,2024-04-04,5,896.1
1807,910,42,2022-12-04,1,383.96
1808,775,35,2024-08-11,5,311.75
1809,441,58,2023-02-11,5,2248.25
1810,686,56,2024-07-06,2,345.72
1811,80,46,2022-02-11,2,762.8
1812,589,15,2022-05-29,3,995.04
1813,383,36,2023-11-20,4,1565.48
1814,681,7,2022-03-08,1,384.34
1815,256,65,2022-06-03,4,1232.48
1816,679,34,2023-03-12,1,12.15
1817,105,23,2023-11-19,3,82.74
1818,111,41,2022-05-01,3,1014.42
1819,772,63,2024-05-21,5,2037.85
1820,622,38,2024-08-05,1,425.96
1821,168,27,2023-06-21,3,722.91
1822,237,2,2024-03-24,4,192.68
1823,73,79,2024-03-13,4,1314.12
1824,178,72,2024-06-06,3,229.74
1825,871,74,2024-01-03,5,2246.75
1826,323,44,2024-05-04,1,108.55
1827,580,26,2023-06-10,4,615.4
1828,985,29,2024-08-21,5,1655.25
1829,182,14,2022-09-13,2,482.34
1830,947,43,2024-09-13,2,703.96
1831,556,51,2024-05-26,5,1892.25
1832,196,51,2024-07-04,4,1513.8
1833,905,96,2024-08-11,3,718.59
1834,943,80,2024-05-27,3,534.6
1835,98,12,2023-12-19,5,2388.7
1836,435,4,2023-01-20,3,421.86
1837,411,93,2023-07-31,5,1226.1
1838,74,81,2024-04-24,4,1235.48
1839,237,68,2022-02-19,2,283.22
1840,58,63,2022-11-04,2,815.14
1841,768,79,2022-04-11,2,657.06
1842,736,13,2024-06-11,4,1208.08
1843,899,57,2024-05-30,3,394.32
1844,271,20,2022-03-30,5,1582.85
1845,125,13,2024-04-13,3,906.06
1846,545,59,2024-12-05,1,315.38
1847,793,45,2024-05-23,2,393.72
1848,267,55,2024-07-30,1,312.38
1849,399,22,2023-06-16,3,178.74
1850,78,22,2023-08-20,1,59.58
1851,983,99,2023-06-22,1,422.08
1852,912,19,2023-05-16,3,184.02
1853,352,56,2024-01-20,1,172.86
1854,184,14,2022-10-30,1,241.17
1855,75,2,2024-04-07,2,96.34
1856,676,42,2023-05-27,4,1535.84
1857,110,51,2024-11-20,5,1892.25
1858,487,23,2024-09-26,4,110.32
1859,869,18,2024-11-09,4,716.88
1860,12,92,2022-03-27,3,459.66
1861,309,82,2023-07-17,5,2066.5
1862,742,61,2022-07-25,3,326.7
1863,969,95,2022-09-29,4,1357.16
1864,26,62,2022-08-28,3,1051.53
1865,94,49,2024-05-08,1,417.52
1866,33,70,2022-12-20,5,2177.75
1867,901,91,2024-12-31,1,128.27
1868,959,24,2024-10-04,1,124.56
1869,564,16,2022-07-05,1,186.66
1870,713,7,2025-01-07,4,1537.36
1871,839,15,2023-02-11,1,331.68
1872,171,45,2022-08-21,2,393.72
1873,738,40,2024-04-30,5,1480.25
1874,550,91,2023-09-25,4,513.08
1875,495,76,2024-04-26,5,723.25
1876,824,52,2023-06-21,2,687.6
1877,89,55,2023-01-26,4,1249.52
1878,486,17,2023-05-27,1,134.64
1879,472,91,2024-04-19,3,384.81
1880,724,21,2023-04-20,1,453.13
1881,162,50,2023-10-13,2,397.12
1882,551,93,2024-06-18,2,490.44
1883,443,66,2024-07-10,3,408.54
1884,591,87,2024-03-25,3,895.5
1885,373,45,2024-06-12,3,590.58
1886,570,98,2024-08-30,3,1391.67
1887,430,9,2024-03-01,4,1601.32
1888,77,87,2022-03-02,3,895.5
1889,892,14,2023-01-02,3,723.51
1890,75,13,2022-10-14,2,604.04
1891,270,77,2024-05-26,1,68.18
1892,778,70,2022-05-24,3,1306.65
1893,186,92,2024-05-29,4,612.88
1894,171,100,2022-05-02,4,171.92
1895,334,46,2022-08-08,5,1907.0
1896,453,58,2022-05-20,3,1348.95
1897,653,94,2024-04-15,5,458.55
1898,936,85,2024-11-26,3,153.96
1899,53,45,2023-06-30,2,393.72
1900,518,80,2024-10-03,1,178.2
1901,717,98,2023-07-12,4,1855.56
1902,306,77,2022-04-14,5,340.9
1903,999,16,2023-09-06,4,746.64
1904,11,3,2023-11-04,4,1889.8
1905,136,36,2024-03-01,1,391.37
1906,592,3,2024-05-08,5,2362.25
1907,842,66,2024-07-11,3,408.54
1908,487,23,2023-06-20,5,137.9
1909,742,45,2023-05-03,5,984.3
1910,172,8,2022-09-08,2,892.3
1911,250,4,2023-01-12,5,703.1
1912,461,41,2022-06-01,4,1352.56
1913,440,91,2024-11-11,3,384.81
1914,817,12,2022-02-03,3,1433.22
1915,376,67,2024-05-08,3,797.31
1916,45,97,2022-09-30,4,1300.24
1917,943,10,2024-03-28,4,99.56
1918,928,7,2024-01-11,3,1153.02
1919,247,80,2024-05-06,3,534.6
1920,175,84,2023-11-25,2,24.52
1921,450,25,2023-09-03,4,451.36
1922,930,58,2024-11-11,4,1798.6
1923,708,93,2024-12-31,3,735.66
1924,252,79,2022-10-16,2,657.06
1925,631,89,2024-03-12,3,872.64
1926,689,89,2023-03-09,5,1454.4
1927,271,73,2024-10-24,1,479.1
1928,587,90,2022-05-12,4,239.92
1929,144,74,2022-07-05,4,1797.4
1930,677,30,2024-04-12,2,653.02
1931,620,83,2024-11-14,5,627.8
1932,68,13,2024-12-03,4,1208.08
1933,415,94,2024-09-17,1,91.71
1934,62,73,2023-04-05,4,1916.4
1935,281,12,2022-04-05,4,1910.96
1936,94,12,2025-01-05,3,1433.22
1937,50,10,2024-02-02,4,99.56
1938,816,11,2024-03-09,1,262.37
1939,136,14,2023-11-18,1,241.17
1940,709,40,2022-03-30,4,1184.2
1941,426,42,2022-05-24,1,383.96
1942,930,64,2023-02-25,2,891.86
1943,379,98,2023-01-02,5,2319.45
1944,5,61,2024-12-23,4,435.6
1945,820,24,2022-02-17,5,622.8
1946,439,99,2024-04-06,3,1266.24
1947,179,26,2024-02-07,4,615.4
1948,36,86,2022-11-18,4,1705.24
1949,184,8,2024-01-14,5,2230.75
1950,548,3,2023-01-08,5,2362.25
1951,422,63,2024-05-19,5,2037.85
1952,192,77,2023-11-25,1,68.18
1953,871,84,2022-05-24,1,12.26
1954,655,8,2024-08-04,2,892.3
1955,56,49,2024-03-17,3,1252.56
1956,424,61,2023-06-27,2,217.8
1957,74,71,2024-10-29,1,335.4
1958,4,89,2024-05-05,5,1454.4
1959,485,44,2024-03-11,4,434.2
1960,47,86,2023-07-21,5,2131.55
1961,247,92,2022-04-21,1,153.22
1962,60,30,2022-04-25,5,1632.55
1963,464,7,2023-09-01,4,1537.36
1964,490,12,2023-04-12,2,955.48
1965,364,4,2023-12-26,4,562.48
1966,110,48,2024-12-04,2,355.84
1967,801,14,2024-03-01,5,1205.85
1968,596,6,2023-07-23,5,1987.65
1969,754,92,2024-08-05,1,153.22
1970,197,83,2024-12-17,1,125.56
1971,985,20,2023-03-25,5,1582.85
1972,691,22,2022-05-16,5,297.9
1973,825,21,2023-05-17,3,1359.39
1974,974,70,2022-02-04,5,2177.75
1975,239,23,2024-04-12,3,82.74
1976,624,60,2022-08-19,5,147.45
1977,963,95,2023-12-20,4,1357.16
1978,522,10,2022-01-21,1,24.89
1979,219,85,2024-12-31,1,51.32
1980,803,28,2024-08-16,1,73.18
1981,249,4,2024-01-13,1,140.62
1982,142,44,2023-05-02,4,434.2
1983,822,8,2024-02-20,4,1784.6
1984,850,55,2022-11-26,4,1249.52
1985,609,99,2024-02-09,1,422.08
1986,652,85,2022-04-13,5,256.6
1987,93,90,2023-06-04,4,239.92
1988,762,77,2024-05-03,3,204.54
1989,934,72,2023-08-26,2,153.16
1990,240,50,2022-06-15,4,794.24
1991,988,58,2024-09-14,2,899.3
1992,124,97,2023-12-24,3,975.18
1993,287,78,2022-02-26,3,42.18
1994,459,88,2023-11-03,5,864.65
1995,509,4,2024-01-15,2,281.24
1996,608,26,2024-11-20,2,307.7
1997,37,80,2022-11-11,4,712.8
1998,486,4,2024-10-06,5,703.1
1999,843,89,2022-08-14,3,872.64
2000,876,81,2022-09-03,3,926.61
2001,824,99,2023-05-02,2,844.16
2002,121,76,2024-07-19,1,144.65
2003,280,99,2022-06-22,4,1688.32
2004,48,35,2023-03-05,4,249.4
2005,572,35,2024-11-24,4,249.4
2006,251,69,2022-03-14,5,677.15
2007,751,9,2022-11-17,2,800.66
2008,742,66,2023-04-29,4,544.72
2009,381,14,2022-03-09,4,964.68
2010,42,45,2023-12-14,5,984.3
2011,898,42,2022-06-23,4,1535.84
2012,566,76,2022-02-12,4,578.6
2013,802,61,2022-08-04,3,326.7
2014,844,32,2023-08-18,4,246.36
2015,221,47,2024-11-24,1,483.52
2016,487,72,2024-09-14,5,382.9
2017,967,18,2023-01-21,5,896.1
2018,753,37,2022-03-24,2,567.2
2019,812,11,2022-02-02,4,1049.48
2020,247,77,2023-07-01,4,272.72
2021,44,56,2022-06-16,3,518.58
2022,412,24,2023-08-20,4,498.24
2023,64,21,2023-12-27,2,906.26
2024,116,90,2023-04-03,4,239.92
2025,964,25,2022-06-23,5,564.2
2026,47,97,2022-11-29,2,650.12
2027,746,47,2024-10-28,2,967.04
2028,170,17,2023-07-04,4,538.56
2029,76,5,2023-07-10,5,1410.35
2030,503,60,2023-10-11,2,58.98
2031,626,95,2024-02-06,5,1696.45
2032,564,56,2024-10-27,2,345.72
2033,1,64,2023-03-24,3,1337.79
2034,811,15,2023-12-18,4,1326.72
2035,591,55,2024-01-06,5,1561.9
2036,974,39,2024-02-23,1,470.86
2037,663,47,2024-04-30,2,967.04
2038,748,73,2022-01-30,1,479.1
2039,186,28,2022-03-22,1,73.18
2040,984,73,2022-04-27,3,1437.3
2041,384,49,2022-06-07,1,417.52
2042,757,31,2024-10-24,3,93.48
2043,219,41,2025-01-02,5,1690.7
2044,468,71,2023-08-21,5,1677.0
2045,38,66,2022-09-04,4,544.72
2046,486,24,2022-02-02,5,622.8
2047,560,68,2022-06-09,4,566.44
2048,255,18,2022-07-12,1,179.22
2049,535,2,2022-01-24,3,144.51
2050,675,83,2023-01-21,4,502.24
2051,397,91,2022-08-21,1,128.27
2052,84,37,2023-12-30,2,567.2
2053,628,44,2023-10-29,2,217.1
2054,426,85,2022-11-29,4,205.28
2055,924,76,2024-01-28,5,723.25
2056,742,34,2022-05-21,1,12.15
2057,38,48,2023-07-22,1,177.92
2058,445,23,2024-03-19,5,137.9
2059,633,79,2024-03-19,2,657.06
2060,903,46,2023-09-01,4,1525.6
2061,684,19,2024-03-16,5,306.7
2062,28,79,2022-10-30,4,1314.12
2063,977,92,2022-06-08,1,153.22
2064,885,38,2023-07-12,1,425.96
2065,154,26,2022-05-20,2,307.7
2066,414,10,2024-08-15,3,74.67
2067,414,63,2024-05-15,5,2037.85
2068,582,40,2022-03-31,2,592.1
2069,422,83,2023-01-17,5,627.8
2070,192,32,2023-01-04,4,246.36
2071,601,55,2022-02-15,1,312.38
2072,390,19,2023-05-26,2,122.68
2073,137,77,2024-06-07,3,204.54
2074,49,15,2023-02-12,5,1658.4
2075,474,82,2023-12-04,2,826.6
2076,737,58,2024-09-01,4,1798.6
2077,251,6,2023-08-27,3,1192.59
2078,15,72,2024-06-11,1,76.58
2079,177,20,2023-08-09,2,633.14
2080,181,66,2023-09-08,3,408.54
2081,621,57,2022-08-23,3,394.32
2082,397,55,2024-04-17,1,312.38
2083,555,40,2024-09-06,1,296.05
2084,687,66,2022-06-25,2,272.36
2085,253,18,2024-05-20,1,179.22
2086,788,53,2023-05-10,4,350.32
2087,594,82,2023-05-03,1,413.3
2088,877,24,2023-06-22,5,622.8
2089,530,68,2024-10-30,4,566.44
2090,136,33,2024-07-30,2,412.66
2091,229,59,2024-10-29,2,630.76
2092,267,4,2023-12-25,1,140.62
2093,253,73,2024-04-23,1,479.1
2094,178,23,2023-05-27,3,82.74
2095,906,6,2022-09-10,5,1987.65
2096,227,46,2022-08-24,5,1907.0
2097,147,47,2024-08-18,2,967.04
2098,427,14,2024-07-27,2,482.34
2099,313,79,2023-08-11,3,985.59
2100,897,26,2024-06-09,5,769.25
2101,50,13,2022-10-22,3,906.06
2102,736,30,2022-08-04,3,979.53
2103,31,30,2024-10-10,5,1632.55
2104,967,29,2023-12-22,3,993.15
2105,588,30,2022-05-08,4,1306.04
2106,335,8,2022-12-10,1,446.15
2107,135,23,2024-02-29,1,27.58
2108,771,68,2023-03-30,3,424.83
2109,559,49,2022-11-30,1,417.52
2110,798,43,2024-10-27,4,1407.92
2111,724,63,2022-02-21,3,1222.71
2112,13,72,2023-01-13,2,153.16
2113,390,78,2024-02-07,4,56.24
2114,81,16,2024-09-24,4,746.64
2115,150,4,2024-08-19,4,562.48
2116,707,83,2024-01-31,2,251.12
2117,594,82,2023-02-14,1,413.3
2118,353,58,2024-05-27,4,1798.6
2119,497,61,2024-01-30,2,217.8
2120,103,63,2022-08-19,4,1630.28
2121,622,30,2023-07-26,2,653.02
2122,379,19,2022-04-28,3,184.02
2123,583,11,2023-05-11,1,262.37
2124,418,42,2022-11-03,1,383.96
2125,837,67,2023-02-08,2,531.54
2126,279,95,2022-03-15,3,1017.87
2127,578,12,2023-01-26,1,477.74
2128,453,80,2024-03-09,4,712.8
2129,23,8,2023-03-15,4,1784.6
2130,753,33,2024-04-24,1,206.33
2131,615,54,2024-03-15,1,208.08
2132,208,15,2024-11-16,4,1326.72
2133,91,88,2022-09-23,5,864.65
2134,923,43,2022-07-22,2,703.96
2135,419,23,2024-05-12,3,82.74
2136,812,61,2024-11-08,2,217.8
2137,584,32,2024-01-17,1,61.59
2138,835,60,2023-04-17,3,88.47
2139,222,66,2022-07-06,1,136.18
2140,147,67,2022-11-14,5,1328.85
2141,69,88,2024-10-22,3,518.79
2142,690,72,2022-08-18,2,153.16
2143,479,25,2023-06-30,2,225.68
2144,276,41,2024-08-24,2,676.28
2145,222,68,2023-06-19,4,566.44
2146,823,17,2022-09-27,5,673.2
2147,982,81,2022-12-05,5,1544.35
2148,807,64,2023-03-20,5,2229.65
2149,581,66,2024-04-14,3,408.54
2150,422,66,2024-05-02,3,408.54
2151,121,50,2022-11-15,1,198.56
2152,347,16,2022-01-25,5,933.3
2153,6,22,2024-08-02,1,59.58
2154,323,94,2024-10-02,2,183.42
2155,126,52,2022-03-02,5,1719.0
2156,777,54,2024-11-06,5,1040.4
2157,672,6,2022-08-12,3,1192.59
2158,373,20,2023-12-15,3,949.71
2159,249,93,2024-01-26,1,245.22
2160,670,55,2023-12-26,1,312.38
2161,52,54,2023-07-25,5,1040.4
2162,881,61,2025-01-15,3,326.7
2163,944,38,2024-07-31,5,2129.8
2164,478,81,2023-07-08,4,1235.48
2165,69,89,2023-08-09,1,290.88
2166,149,30,2022-07-07,5,1632.55
2167,244,17,2022-11-15,1,134.64
2168,626,81,2024-07-24,1,308.87
2169,827,91,2024-02-11,1,128.27
2170,637,89,2024-05-03,1,290.88
2171,256,30,2022-08-22,1,326.51
2172,306,97,2022-11-07,3,975.18
2173,950,46,2022-10-29,3,1144.2
2174,693,56,2024-06-27,1,172.86
2175,421,69,2022-11-04,1,135.43
2176,464,15,2022-08-22,5,1658.4
2177,259,98,2024-03-13,1,463.89
2178,350,8,2022-02-14,3,1338.45
2179,194,88,2024-12-10,3,518.79
2180,14,73,2022-11-12,4,1916.4
2181,529,18,2022-10-27,5,896.1
2182,375,15,2023-04-09,1,331.68
2183,61,90,2022-08-18,1,59.98
2184,917,2,2022-08-12,3,144.51
2185,835,92,2024-07-17,5,766.1
2186,473,66,2024-09-13,4,544.72
2187,13,20,2023-12-06,5,1582.85
2188,379,84,2024-05-02,4,49.04
2189,799,38,2022-10-05,5,2129.8
2190,148,97,2024-07-25,2,650.12
2191,443,9,2023-07-30,4,1601.32
2192,988,17,2022-06-22,5,673.2
2193,943,60,2024-01-18,2,58.98
2194,733,1,2023-09-07,3,1310.88
2195,24,75,2023-12-29,4,1572.08
2196,291,21,2022-12-28,1,453.13
2197,34,70,2023-04-10,4,1742.2
2198,249,88,2023-07-24,3,518.79
2199,719,41,2024-08-08,5,1690.7
2200,329,7,2025-01-04,5,1921.7
2201,833,9,2023-10-23,4,1601.32
2202,34,75,2022-05-17,4,1572.08
2203,611,49,2024-04-23,1,417.52
2204,705,77,2024-05-12,1,68.18
2205,173,6,2022-06-08,3,1192.59
2206,518,99,2024-11-26,3,1266.24
2207,349,42,2024-03-09,3,1151.88
2208,333,16,2022-03-23,5,933.3
2209,557,29,2024-01-25,1,331.05
2210,984,68,2023-06-04,4,566.44
2211,743,53,2023-06-26,3,262.74
2212,498,3,2024-03-26,4,1889.8
2213,429,4,2024-10-26,1,140.62
2214,913,79,2023-08-21,5,1642.65
2215,649,55,2024-10-17,5,1561.9
2216,553,61,2023-03-02,3,326.7
2217,429,60,2023-07-27,4,117.96
2218,907,48,2023-08-25,3,533.76
2219,763,23,2024-02-01,3,82.74
2220,247,6,2023-06-23,3,1192.59
2221,609,64,2023-04-24,4,1783.72
2222,817,59,2024-02-24,1,315.38
2223,880,80,2024-12-07,3,534.6
2224,559,40,2023-11-15,1,296.05
2225,829,34,2022-07-09,1,12.15
2226,145,22,2022-12-19,3,178.74
2227,188,61,2022-11-14,2,217.8
2228,502,64,2022-10-04,4,1783.72
2229,422,27,2022-10-25,3,722.91
2230,319,39,2023-10-04,4,1883.44
2231,736,37,2023-08-02,5,1418.0
2232,821,33,2024-10-02,3,618.99
2233,723,88,2023-09-07,4,691.72
2234,926,22,2023-10-22,3,178.74
2235,346,68,2024-05-26,2,283.22
2236,284,17,2024-03-15,5,673.2
2237,877,75,2023-10-04,3,1179.06
2238,309,7,2022-07-19,3,1153.02
2239,267,14,2022-04-17,3,723.51
2240,779,82,2024-01-10,5,2066.5
2241,811,60,2024-09-04,4,117.96
2242,885,70,2024-10-16,4,1742.2
2243,710,41,2024-05-29,5,1690.7
2244,762,62,2024-11-01,3,1051.53
2245,104,100,2024-10-01,5,214.9
2246,90,5,2024-05-12,5,1410.35
2247,989,4,2024-05-04,4,562.48
2248,256,73,2023-08-01,1,479.1
2249,530,44,2022-06-08,1,108.55
2250,230,78,2022-04-17,5,70.3
2251,866,66,2024-12-22,2,272.36
2252,807,11,2024-02-12,3,787.11
2253,913,51,2024-12-26,1,378.45
2254,984,53,2024-12-08,2,175.16
2255,2,38,2024-06-23,2,851.92
2256,560,54,2022-09-21,4,832.32
2257,696,62,2023-04-06,1,350.51
2258,483,90,2024-04-23,2,119.96
2259,883,25,2023-05-14,4,451.36
2260,901,73,2023-07-05,1,479.1
2261,529,46,2022-03-24,3,1144.2
2262,90,47,2023-06-26,3,1450.56
2263,391,3,2023-04-27,1,472.45
2264,486,99,2022-11-13,2,844.16
2265,194,47,2023-05-31,4,1934.08
2266,948,39,2023-10-31,2,941.72
2267,455,93,2022-10-22,3,735.66
2268,378,92,2024-02-24,2,306.44
2269,353,2,2022-09-02,4,192.68
2270,110,46,2022-03-26,2,762.8
2271,163,81,2024-11-23,1,308.87
2272,308,51,2022-05-23,3,1135.35
2273,371,80,2024-07-23,1,178.2
2274,869,2,2023-01-20,3,144.51
2275,225,53,2023-12-17,5,437.9
2276,118,74,2023-05-09,3,1348.05
2277,481,23,2022-08-13,2,55.16
2278,609,34,2022-03-23,1,12.15
2279,420,4,2024-09-26,5,703.1
